transaction_id,store,transaction_date,plan,contract_type,amount,status,source_file,source_folder,month_start,year_month
ca687940,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cc69648f,New York,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cc855ea3,San Francisco,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cd5c895d,San Francisco,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cd8ca7d0,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cd9d2671,San Francisco,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cf1b50ac,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
cfe115e0,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d00f572b,Boston,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d03cdcc1,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d049d711,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d0628284,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d355631f,New York,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d35e6889,Washington DC,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d38cd555,Boston,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d4e19a04,Washington DC,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
d503e11f,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
dc0baf32,San Francisco,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
dc933972,Chicago,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
dcfcd0dc,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
debd8631,Las Vegas,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
dee91b39,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
df5ebc5b,Las Vegas,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
df8a49d4,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e0225462,San Francisco,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e0751fc3,Chicago,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e0a13b86,Las Vegas,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e0d997d1,New York,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e0fb8ebe,San Francisco,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e16d7af4,Boston,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e27774db,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e6336f3b,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e6fc5f8b,Chicago,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e7061add,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e7a8c182,Washington DC,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
e8efe69f,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
ea41d848,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
eabed72b,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
eb542667,Washington DC,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
ebd26921,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
ebe590f8,Boston,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
ec3ffaee,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f0199b3d,Las Vegas,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f0975f8b,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f0ec56dd,Chicago,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f11c09f2,Boston,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f1d3d2d4,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f27dd6ef,San Francisco,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f2adfcfd,Chicago,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f4486d98,Chicago,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f507ddf3,Chicago,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
f6f0758b,Washington DC,2019-03-01,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
fb9943d3,Las Vegas,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
fc43e2b1,San Francisco,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
fc869457,Chicago,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
fe5f6161,Chicago,2019-03-01,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
fed61345,Boston,2019-03-01,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
022d09aa,Washington DC,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
02887fa9,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
0317a798,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
038be5b0,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
052048cd,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
055198cb,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
068270c9,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
07e80c35,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
08a710a9,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
096f11cd,Washington DC,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
09ab5c84,Boston,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
0e7ccac5,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
0f24c391,Boston,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
0f5f00e3,Washington DC,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
0f657d47,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1036b6c0,Boston,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
10462183,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
10adbbe1,New York,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
10e97394,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
11efea08,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
127900bd,New York,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1442ffe1,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
15b03281,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1684b7a9,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
16a11c92,New York,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
17047ffa,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
174fd8f8,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
18963f29,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
18aa2baf,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1a8e9dfd,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1b70e6e8,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1c314944,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1ce61011,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1d1fcea3,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1d52dbf4,Washington DC,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1da0f274,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
1f3ec119,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
21d4e2e1,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
21dad66e,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
22d3d486,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
277ab6b5,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
28f4de64,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
2a8f3815,Boston,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
2b510fd0,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
2b9f2a6a,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
2dff2df8,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
2f5a9c9a,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
30d48dcb,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
325d9582,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
33a45279,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
340a83a5,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
34c42571,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
36491a86,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
36a17ce1,Boston,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
3703ff62,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
372ab81d,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
375d8849,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
37ac32d3,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
37ea2d4a,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
3d4e6fff,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
3decc3bd,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
3df50bec,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
400095fa,New York,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
40302e03,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
41fc0d12,Boston,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
42f71a3e,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4338fbca,Las Vegas,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
43b6bd44,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4411e5e3,Washington DC,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
444c842a,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
44afd131,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
481fb5fe,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4863fb70,New York,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4a7cfb21,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4bd50aa0,New York,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
4ff63993,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5011bb9d,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5031e20c,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
50526806,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
50be2523,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5221a577,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
52d4611c,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5300d668,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
53807d69,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
53a59aac,Boston,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
548002c0,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
55015a3e,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
553b228d,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
55d76437,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
565d16bc,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
567f64fb,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
57264580,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
574f4d65,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5779b4c9,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
57c0de11,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
58ab6946,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5b059ebc,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5b814b7a,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5ca9f17d,Las Vegas,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5d268bea,Washington DC,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5d9bf794,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5e16474f,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
5e546e66,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
61534c60,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
62b46f29,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
62f3eda7,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
65af4113,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6698c2e4,San Francisco,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6733de47,New York,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6776dd47,Washington DC,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
68cd5dc3,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6a4e08bc,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6abb4913,Boston,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6b5eac2e,Las Vegas,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6c6e88b3,Washington DC,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6c77352d,Washington DC,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6cb910ad,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6e18225e,Las Vegas,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
6eed1eae,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
7178afbd,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
71a85657,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
73c6ad3a,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
74f5bc37,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
778c7988,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
779e799d,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
77c79cd7,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
78bd0621,New York,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
79f55e5e,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
7a03c145,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
7b130ae6,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
7b920eaa,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
7f857328,Boston,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
810511be,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
82e01cef,New York,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
840de456,San Francisco,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
845ab9fb,Chicago,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8484ee12,San Francisco,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
85733d06,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
87b0e712,Boston,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
87fef521,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
89d72f1d,Boston,2019-03-04,Bronze,EXISTING,12.2,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8cafb8e2,Washington DC,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8e7e3767,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8ea6a68a,Las Vegas,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8f1354d4,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
8fa0f092,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
90012b02,Chicago,2019-03-04,Silver,EXISTING,14.25,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
9161057d,Chicago,2019-03-04,Gold,EXISTING,19.35,ACTIVE,2019-03.xls,raw_sales_data,2019-03-01,2019-03
